TEMPO_SWATH_POINT product,TEMPO_SWATH_POINT start time,TEMPO_SWATH_POINT end time,TEMPO_SWATH_POINT duration,TEMPO_SWATH_POINT product type,TEMPO_SWATH_POINT product path,(bl lat. bl lon),(tl lat. tl lon),(tr lat. tr lon),(br lat. br lon),segment_id
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1100000__-800000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1100000__-800000___V202.nc,(-77.5291519165039. -126.02737426757812),(-78.04174041748047. -122.47119140625),(-78.79986572265625. -124.99201965332031),(-78.25321960449219. -128.65980529785156),56
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1100000__-900000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1100000__-900000___V202.nc,(-76.97328186035156. -129.28941345214844),(-77.5291519165039. -126.02737426757812),(-78.25321960449219. -128.65980529785156),(-77.6636962890625. -131.98721313476562),57
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1200000__+0________V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1200000__+0________V202.nc,(-78.9882583618164. -90.0),(-78.9503173828125. -85.23635864257812),(-79.85971069335938. -84.80557250976562),(-79.9011459350586. -90.0),58
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+200000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+200000___V202.nc,(-83.30694580078125. -74.05460357666016),(-82.99907684326172. -66.80140686035156),(-83.83171844482422. -63.4349479675293),(-84.18389129638672. -71.56504821777344),59
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+300000___V202.nc,(-82.99907684326172. -66.80140686035156),(-82.5896987915039. -60.25511932373047),(-83.37025451660156. -56.309932708740234),(-83.83171844482422. -63.4349479675293),60
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1200000__+300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1200000__+300000___V202.nc,(-78.65145111083984. -75.96375274658203),(-78.39640808105469. -71.56504821777344),(-79.25769805908203. -70.01689147949219),(-79.53423309326172. -74.74488067626953),61
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+400000___V202.nc,(-82.5896987915039. -60.25511932373047),(-82.09477233886719. -54.46232223510742),(-82.82073974609375. -50.194427490234375),(-83.37025451660156. -56.309932708740234),62
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__-300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__-300000___V202.nc,(-68.88488006591797. 97.43141174316406),(-68.98111724853516. 94.96974182128906),(-68.09465026855469. 94.76364135742188),(-68.00263977050781. 97.12501525878906),63
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+600000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+600000___V202.nc,(-81.52947998046875. -49.398704528808594),(-80.9072036743164. -45.0),(-81.52947998046875. -40.601295471191406),(-82.20201110839844. -45.0),64
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+900000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+900000___V202.nc,(-79.53423309326172. -37.87498474121094),(-78.79986572265625. -34.99201965332031),(-79.29676055908203. -30.963756561279297),(-80.06865692138672. -33.690067291259766),65
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+700000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___+700000___V202.nc,(-80.9072036743164. -45.0),(-80.23909759521484. -41.1859245300293),(-80.81526184082031. -36.869895935058594),(-81.52947998046875. -40.601295471191406),66
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___-1000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___-1000000__V202.nc,(-78.79986572265625. -145.0079803466797),(-79.53423309326172. -142.12501525878906),(-80.06865692138672. -146.3099365234375),(-79.29676055908203. -149.03623962402344),67
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__+300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__+300000___V202.nc,(-68.88488006591797. 82.56858825683594),(-68.75094604492188. 80.13419342041016),(-67.8745346069336. 80.53768157958984),(-68.00263977050781. 82.87498474121094),68
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___-1100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-700000___-1100000__V202.nc,(-78.04174041748047. -147.52880859375),(-78.79986572265625. -145.0079803466797),(-79.29676055908203. -149.03623962402344),(-78.5050048828125. -151.38954162597656),69
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__+200000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__+200000___V202.nc,(-68.98111724853516. 85.03025817871094),(-68.88488006591797. 82.56858825683594),(-68.00263977050781. 82.87498474121094),(-68.09465026855469. 85.23635864257812),70
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___+2100000__V202.nc,(-70.82420349121094. -2.726310968399048),(-69.93050384521484. -2.602562189102173),(-69.95079803466797. 0.0),(-70.84552001953125. 0.0),71
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___-400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___-400000___V202.nc,(-86.2065658569336. -165.96376037597656),(-87.09014892578125. -161.56504821777344),(-87.23941802978516. 180.0),(-86.31974792480469. 180.0),72
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___+1900000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___+1900000__V202.nc,(-72.61801147460938. -3.0127875804901123),(-71.72007751464844. -2.862405300140381),(-71.74251556396484. 0.0),(-72.64167785644531. 0.0),73
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___-300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-100000___-300000___V202.nc,(-87.09014892578125. -161.56504821777344),(-87.94221496582031. -153.43495178222656),(-88.159423828125. 180.0),(-87.23941802978516. 180.0),74
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___+2000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___+2000000__V202.nc,(-71.19012451171875. -14.036243438720703),(-70.32000732421875. -13.392498016357422),(-70.50743865966797. -10.784297943115234),(-71.38697052001953. -11.309932708740234),75
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1300000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1300000__V202.nc,(-77.76560974121094. 167.00538635253906),(-78.65145111083984. 165.96376037597656),(-78.39640808105469. 161.56504821777344),(-77.5291519165039. 162.89727783203125),76
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1500000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1500000__V202.nc,(-75.98853302001953. 168.6900634765625),(-76.8777084350586. 167.90524291992188),(-76.65745544433594. 164.0546112060547),(-75.78253173828125. 165.06858825683594),77
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1800000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-1800000__V202.nc,(-73.3189697265625. 170.5376739501953),(-74.20870971679688. 169.9920196533203),(-74.0265884399414. 166.7594757080078),(-73.1469497680664. 167.47119140625),78
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-2000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+300000___-2000000__V202.nc,(-71.54161834716797. 171.46923828125),(-72.42984008789062. 171.02737426757812),(-72.26692962646484. 168.11134338378906),(-71.38697052001953. 168.6900634765625),79
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+400000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+400000___+2100000__V202.nc,(-70.50743865966797. 10.784297943115234),(-69.62866973876953. 10.30484676361084),(-69.44986724853516. 12.804265975952148),(-70.32000732421875. 13.392498016357422),80
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___+2000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___+2000000__V202.nc,(-70.9524917602539. 16.699243545532227),(-70.093505859375. 15.945395469665527),(-69.829345703125. 18.434947967529297),(-70.6756820678711. 19.29004669189453),81
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+500000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+500000___+2100000__V202.nc,(-70.32000732421875. 13.392498016357422),(-69.44986724853516. 12.804265975952148),(-69.23359680175781. 15.255118370056152),(-70.093505859375. 15.945395469665527),82
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___+2100000__V202.nc,(-70.093505859375. 15.945395469665527),(-69.23359680175781. 15.255118370056152),(-68.98111724853516. 17.650123596191406),(-69.829345703125. 18.434947967529297),83
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___-2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+600000___-2100000__V202.nc,(-70.093505859375. 164.0546112060547),(-70.9524917602539. 163.30075073242188),(-70.6756820678711. 160.7099609375),(-69.829345703125. 161.56504821777344),84
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2000000__+600000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2000000__+600000___V202.nc,(-70.9524917602539. 73.3007583618164),(-70.6756820678711. 70.70995330810547),(-69.829345703125. 71.56504821777344),(-70.093505859375. 74.05460357666016),85
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+1200000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+1200000__V202.nc,(-68.00263977050781. 60.25511932373047),(-67.54878234863281. 58.24052047729492),(-66.79092407226562. 59.420772552490234),(-67.2281494140625. 61.38954162597656),86
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1900000__+1700000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1900000__+1700000__V202.nc,(-66.84291076660156. 48.17982864379883),(-66.2442398071289. 46.54815673828125),(-65.59632110595703. 48.012786865234375),(-66.1768798828125. 49.63546371459961),87
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+200000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+200000___+2100000__V202.nc,(-70.7603988647461. 5.440331935882568),(-69.86974334716797. 5.19442892074585),(-69.7689208984375. 7.76516580581665),(-70.6545639038086. 8.130102157592773),88
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+200000___-1300000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+200000___-1300000__V202.nc,(-77.93743133544922. 171.25384521484375),(-78.8372802734375. 170.5376739501953),(-78.65145111083984. 165.96376037597656),(-77.76560974121094. 167.00538635253906),89
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+1300000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+1300000__V202.nc,(-67.54878234863281. 58.24052047729492),(-67.06968688964844. 56.309932708740234),(-66.3287353515625. 57.52880859375),(-66.79092407226562. 59.420772552490234),90
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2100000__+500000___V202.nc,(-70.32000732421875. 76.60750579833984),(-70.093505859375. 74.05460357666016),(-69.23359680175781. 74.74488067626953),(-69.44986724853516. 77.19573211669922),91
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2500000__-400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2500000__-400000___V202.nc,(-66.99964904785156. 99.09027862548828),(-67.12237548828125. 96.8427734375),(-66.2442398071289. 96.58194732666016),(-66.12650299072266. 98.74616241455078),92
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-200000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-200000___V202.nc,(-66.3287353515625. 94.3987045288086),(-66.37959289550781. 92.20259857177734),(-65.49834442138672. 92.12109375),(-65.44951629638672. 94.23639678955078),93
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-300000___V202.nc,(-66.2442398071289. 96.58194732666016),(-66.3287353515625. 94.3987045288086),(-65.44951629638672. 94.23639678955078),(-65.36837768554688. 96.34019470214844),94
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-400000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-400000___V202.nc,(-66.12650299072266. 98.74616241455078),(-66.2442398071289. 96.58194732666016),(-65.36837768554688. 96.34019470214844),(-65.25527954101562. 98.42697143554688),95
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+2600000__-500000___V202.nc,(-65.97606658935547. 100.88552856445312),(-66.12650299072266. 98.74616241455078),(-65.25527954101562. 98.42697143554688),(-65.11072540283203. 100.4914779663086),96
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-400000___-800000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-400000___-800000___V202.nc,(-81.78154754638672. -153.43495178222656),(-82.5896987915039. -150.25511169433594),(-82.99907684326172. -156.80140686035156),(-82.14820098876953. -159.44395446777344),97
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1700000__+700000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-1700000__+700000___V202.nc,(-73.19590759277344. -67.61986541748047),(-72.83231353759766. -64.79887390136719),(-73.64350128173828. -63.4349479675293),(-74.0265884399414. -66.37062072753906),98
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+300000___-2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+300000___-2100000__V202.nc,(-70.6545639038086. 171.86990356445312),(-71.54161834716797. 171.46923828125),(-71.38697052001953. 168.6900634765625),(-70.50743865966797. 169.2156982421875),99
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+500000___-2000000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+500000___-2000000__V202.nc,(-71.19012451171875. 165.96376037597656),(-72.05978393554688. 165.25643920898438),(-71.81000518798828. 162.47442626953125),(-70.9524917602539. 163.30075073242188),100
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+500000___-1100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+500000___-1100000__V202.nc,(-78.91250610351562. 155.55604553222656),(-79.73641967773438. 153.43495178222656),(-79.29676055908203. 149.03623962402344),(-78.5050048828125. 151.38954162597656),101
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2500000__+100000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2500000__+100000___V202.nc,(-67.26353454589844. 87.70938873291016),(-67.21048736572266. 85.42607879638672),(-66.3287353515625. 85.6012954711914),(-66.37959289550781. 87.79740142822266),102
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___+1800000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___+1800000__V202.nc,(-72.928466796875. -15.524110794067383),(-72.05978393554688. -14.743562698364258),(-72.26692962646484. -11.888657569885254),(-73.1469497680664. -12.528807640075684),103
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___-300000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_-500000___-300000___V202.nc,(-84.63715362548828. -120.96375274658203),(-85.04663848876953. -111.80140686035156),(-85.88569641113281. -116.56504821777344),(-85.40054321289062. -126.8698959350586),104
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1300000__+1700000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1300000__+1700000__V202.nc,(-70.48651885986328. 37.405357360839844),(-69.7689208984375. 35.83765411376953),(-69.23359680175781. 37.87498474121094),(-69.93050384521484. 39.47246170043945),105
CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__-500000___V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2022_01_+2300000__-500000___V202.nc,(-68.58009338378906. 102.2647705078125),(-68.75094604492188. 99.86580657958984),(-67.8745346069336. 99.46231842041016),(-67.71100616455078. 101.7682876586914),106
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1400000__+1700000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1400000__+1700000__V202.nc,(-69.93050384521484. 39.47246170043945),(-69.23359680175781. 37.87498474121094),(-68.6748275756836. 39.805572509765625),(-69.35125732421875. 41.42366409301758),107
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1500000__-2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1500000__-2100000__V202.nc,(-66.56712341308594. 144.4623260498047),(-67.28124237060547. 143.13009643554688),(-66.73906707763672. 141.34019470214844),(-66.04280090332031. 142.696044921875),108
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1900000__+1600000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1900000__+1600000__V202.nc,(-67.42350006103516. 49.89909362792969),(-66.84291076660156. 48.17982864379883),(-66.1768798828125. 49.63546371459961),(-66.73906707763672. 51.34019088745117),109
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1800000__+1600000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+1800000__+1600000__V202.nc,(-68.09465026855469. 48.366458892822266),(-67.4949951171875. 46.63657760620117),(-66.84291076660156. 48.17982864379883),(-67.42350006103516. 49.89909362792969),110
CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+100000___+2100000__V202,2022-01-01T00:00:00+00:00,2022-01-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2022/01/ANTARCPER/CS_OFFL_THEM_POINT_ANTARCPER_2022_01_+100000___+2100000__V202.nc,(-70.82420349121094. 2.726310968399048),(-69.93050384521484. 2.602562189102173),(-69.86974334716797. 5.19442892074585),(-70.7603988647461. 5.440331935882568),111
